ID,CAT DEPTO,CAT MUN,REGION,DEPARTAME_COD,DEPARTAME_NOMBRE,MUNICIPIO_NOMBRE,MUNICIPIO_COD,LIN BASE 2014,META,AVA,PER INSC REG,PER INSC,PER BEN EMP,PER BEN BOOTSCAMPS,PER CAP EMP,PER GRAD,EQU ACOMP,EQU ETP TEMP,EQU ETP MAD,CAMB JUEG,AYUDAPPS,TOT STAR UPS,INV MINTIC EJEC,INV MINITC PROY,POR INV MINITC,INV CONTR EJEC,CONTR PROY,INV MINTIC PROY CONT,COSTO,ID_INDICADOR,FECHA CARGUE,FECHA VIGENCIA,META1
50245,,,Regi�n Llano,50,META,EL CALVARIO,50245,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"10051,00","10051,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
54800,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,TEORAMA,54800,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,ONZAGA,68502,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,15,BOYACA,TURMEQUE,15835,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
52560,,,Regi�n Pac�fico,52,NARI�O,POTOSI,52560,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Pac�fico,52,NARI�O,BELEN,52083,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
54051,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,ARBOLEDAS,54051,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
63111,,,Regi�n Eje Cafetero,63,QUINDIO,BUENAVISTA,63111,0,30000,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Sur,41,HUILA,SANTA MARIA,41676,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,FLANDES,73275,4,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Sur,18,CAQUETA,SOLANO,18756,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SOGAMOSO,15759,98,Por demanda,0,0,0,39,39,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
47707,,,Regi�n Caribe,47,MAGDALENA,SANTA ANA,47707,0,52000,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,HACARI,54344,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Caribe,08,ATLANTICO,SUAN,08770,3,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
25001,,,Regi�n Centro Orient,25,CUNDINAMARCA,AGUA DE DIOS,25001,0,22000,0,0,0,3,3,0,0,0,0,0,0,0,0,"247317,00","247317,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Sur,91,AMAZONAS,LA PEDRERA,91407,1,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,TITIRIBI,05809,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
68572,,,Regi�n Centro Orient,68,SANTANDER,PUENTE NACIONAL,68572,0,22000,0,0,0,6,6,0,0,0,0,0,0,0,0,"204166,00","204166,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
73686,,,Regi�n Centro Sur,73,TOLIMA,SANTA ISABEL,73686,0,22000,0,0,0,2,2,0,0,0,0,0,0,0,0,"164878,00","164878,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,LANDAZURI,68385,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Caribe,20,CESAR,ASTREA,20032,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Caribe,13,BOLIVAR,MARGARITA,13440,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
41530,,,Regi�n Centro Sur,41,HUILA,PALESTINA,41530,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SOCOTA,15755,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Caribe,23,CORDOBA,SAN JOSE DE URE,23682,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Sur,41,HUILA,PALESTINA,41530,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,CUCUTILLA,54223,2,Por demanda,0,0,0,6,6,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,15,BOYACA,TIBANA,15804,4,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Caribe,47,MAGDALENA,SITIONUEVO,47745,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Caribe,08,ATLANTICO,LURUACO,08421,2,Por demanda,0,0,0,0,0,0,0,1,1,0,0,0,0,"19495350,00","19495350,00",,"1949535,00","1949535,00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SABANALARGA,05628,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
68162,,,Regi�n Centro Orient,68,SANTANDER,CERRITO,68162,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"9822,00","9822,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
68344,,,Regi�n Centro Orient,68,SANTANDER,HATO,68344,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,SAN CALIXTO,54670,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
68276,,,Regi�n Centro Orient,68,SANTANDER,FLORIDABLANCA,68276,0,30000,0,0,0,183,183,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,SARDINATA,54720,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
76497,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,OBANDO,76497,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
15839,,,Regi�n Centro Orient,15,BOYACA,TUTAZA,15839,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
17380,,,Regi�n Eje Cafetero,17,CALDAS,LA DORADA,17380,0,22000,0,0,0,15,15,0,0,0,0,0,0,0,0,"365181,00","365181,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Pac�fico,19,CAUCA,ROSAS,19622,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
27205,,,Regi�n Pac�fico,27,CHOCO,CONDOTO,27205,0,22000,0,0,0,3,3,0,0,0,0,0,0,0,0,"174700,00","174700,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,ARBOLEDAS,54051,2,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,VILLAMARIA,17873,16,Por demanda,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,ARMERO,73055,1,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
15114,,,Regi�n Centro Orient,15,BOYACA,BUSBANZA,15114,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
41013,,,Regi�n Centro Sur,41,HUILA,AGRADO,41013,0,22000,0,0,0,2,2,0,0,0,0,0,0,0,0,"19644,00","19644,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,AGUADAS,17013,61,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SEGOVIA,05736,2,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,EBEJICO,05240,0,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
91407,,,Regi�n Centro Sur,91,AMAZONAS,LA PEDRERA,91407,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Caribe,13,BOLIVAR,EL CARMEN DE BOLIVAR,13244,4,Por demanda,0,0,0,26,26,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,MARULANDA,17446,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
94888,,,Regi�n Llano,94,GUAINIA,MORICHAL,94888,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,LA PINTADA,05390,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Caribe,20,CESAR,GONZALEZ,20310,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,TOLEDO,54820,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
41807,,,Regi�n Centro Sur,41,HUILA,TIMANA,41807,0,30000,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
68745,,,Regi�n Centro Orient,68,SANTANDER,SIMACOTA,68745,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,CONVENCION,54206,3,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
5411,,,Regi�n Eje Cafetero,05,ANTIOQUIA,LIBORINA,05411,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
5150,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CAROLINA,05150,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Llano,85,CASANARE,MONTERREY,85162,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
73854,,,Regi�n Centro Sur,73,TOLIMA,VALLE DE SAN JUAN,73854,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
25290,,,Regi�n Centro Orient,25,CUNDINAMARCA,FUSAGASUGA,25290,0,30000,0,0,0,60,60,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
5055,,,Regi�n Eje Cafetero,05,ANTIOQUIA,ARGELIA,05055,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,LOS PATIOS,54405,18,Por demanda,0,0,0,27,27,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
70001,,,Regi�n Caribe,70,SUCRE,SINCELEJO,70001,0,30000,0,0,0,191,191,0,0,8,8,0,0,0,0,",00","27155920,00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,LEBRIJA,68406,1,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,SAN ANTONIO,73675,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,25645,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
81794,,,Regi�n Llano,81,ARAUCA,TAME,81794,0,22000,0,0,0,52,52,0,0,0,0,0,0,0,0,"3851126,00","3851126,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Caribe,13,BOLIVAR,SAN FERNANDO,13650,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
52258,,,Regi�n Pac�fico,52,NARI�O,EL TABLON DE GOMEZ,52258,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,"5025,00","5025,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,18,CAQUETA,LA MONTA�ITA,18410,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,LANDAZURI,68385,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,VILLANUEVA,68872,1,Por demanda,0,0,0,8,8,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SAN MIGUEL DE SEMA,15676,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,TAUSA,25793,2,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
25845,,,Regi�n Centro Orient,25,CUNDINAMARCA,UNE,25845,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Llano,94,GUAINIA,PANA PANA,94887,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
15464,,,Regi�n Centro Orient,15,BOYACA,MONGUA,15464,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,ENCINO,68264,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,FALAN,73270,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
23464,,,Regi�n Caribe,23,CORDOBA,MOMIL,23464,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"20102,00","20102,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,66,RISARALDA,SANTA ROSA DE CABAL,66682,28,Por demanda,0,0,0,7,7,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,15,BOYACA,RAQUIRA,15600,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Llano,97,VAUPES,PACOA,97511,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SATIVANORTE,15720,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,BUGALAGRANDE,76113,7,Por demanda,0,0,0,9,9,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
76863,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,VERSALLES,76863,0,52000,0,0,0,3,3,0,0,0,0,0,0,0,0,"10051,00","10051,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
54003,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,ABREGO,54003,0,52000,0,0,0,4,4,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,SAN CAYETANO,54673,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,FUNZA,25286,63,Por demanda,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,GUAYABETAL,25335,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
73270,,,Regi�n Centro Sur,73,TOLIMA,FALAN,73270,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"17589,00","17589,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
17444,,,Regi�n Eje Cafetero,17,CALDAS,MARQUETALIA,17444,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,VENECIA,05861,1,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
5129,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CALDAS,05129,0,22000,0,0,0,16,16,0,0,0,0,0,0,0,0,"810705,00","810705,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SAN ANDRES DE CUERQUIA,05647,0,Por demanda,0,0,0,13,13,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,GIRARDOTA,05308,11,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
73349,,,Regi�n Centro Sur,73,TOLIMA,HONDA,73349,0,30000,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
41206,,,Regi�n Centro Sur,41,HUILA,COLOMBIA,41206,0,52000,0,0,0,175,175,0,0,3,3,0,0,0,0,"10762140,00","10762140,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
68160,,,Regi�n Centro Orient,68,SANTANDER,CEPITA,68160,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,LA PALMA,25394,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,52,NARI�O,POTOSI,52560,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Caribe,47,MAGDALENA,CIENAGA,47189,23,Por demanda,0,0,0,22,22,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Llano,94,GUAINIA,MORICHAL,94888,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,NORCASIA,17495,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
73148,,,Regi�n Centro Sur,73,TOLIMA,CARMEN DE APICALA,73148,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Caribe,08,ATLANTICO,REPELON,08606,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Caribe,44,LA GUAJIRA,BARRANCAS,44078,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Llano,85,CASANARE,MANI,85139,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
95015,,,Regi�n Llano,95,GUAVIARE,CALAMAR,95015,0,22000,0,0,0,44,44,0,0,0,0,0,0,0,0,"3627316,00","3627316,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
25781,,,Regi�n Centro Orient,25,CUNDINAMARCA,SUTATAUSA,25781,0,52000,0,0,0,2,2,0,0,0,0,0,0,0,0,"57793,00","57793,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
15755,,,Regi�n Centro Orient,15,BOYACA,SOCOTA,15755,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"814128,00","814128,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
8560,,,Regi�n Caribe,08,ATLANTICO,PONEDERA,08560,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,CHIPATA,68179,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
41357,,,Regi�n Centro Sur,41,HUILA,IQUIRA,41357,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"15076,00","15076,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
8606,,,Regi�n Caribe,08,ATLANTICO,REPELON,08606,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,"20102,00","20102,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,IBAGUE,73001,523,Por demanda,0,0,0,560,560,0,0,1,1,0,0,0,0,"19495350,00","19495350,00",,"1949535,00","1949535,00",",00",,3226,2015-12-31,2015-12-31,
25335,,,Regi�n Centro Orient,25,CUNDINAMARCA,GUAYABETAL,25335,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Pac�fico,19,CAUCA,ROSAS,19622,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,27,CHOCO,RIO IRO,27580,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Pac�fico,52,NARI�O,SAPUYES,52720,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
68077,,,Regi�n Centro Orient,68,SANTANDER,BARBOSA,68077,0,22000,0,0,0,10,10,0,0,0,0,0,0,0,0,"243454,00","243454,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Caribe,13,BOLIVAR,CALAMAR,13140,1,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,LA MERCED,17388,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
44430,,,Regi�n Caribe,44,LA GUAJIRA,MAICAO,44430,0,30000,0,0,0,34,34,0,0,9,9,0,0,0,0,",00","30550419,00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,EL CERRITO,76248,5,Por demanda,0,0,0,15,15,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
